file,tokens,types,lex_div
radio-canada.txt,146,102,0.6986301369863014
Ghostbusters.txt,29386,4836,0.16456816170965766
noise.txt,114306,8542,0.07472923556068797
middlemarch.txt,374039,20420,0.0545932376035654
sample.txt,4,4,1.0
